,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_ireland,hash_irish,hash_johnnydepp,hash_stitch,hash_viral
1,AU,7102326211149319426,1653639190,Trying marshmallow fluff for the first time 😍,6716649443946644485,Chloe,"Contact & Collabs 📧 chloe@exchangemedia.io
Popping jelly 👇🏼👇🏼",0,False,https://www.tiktok.com/@chloe_dillon/video/7102326211149319426?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102326211149319426&source=h5_m,2305646,1918,560,446,353133,7102326226551147266,7102326226551147266,72,7102326226551147266,original sound - chloe_dillon,Chloe,6.716649443946644e+18,Chloe,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102326214773984002.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
2,US,7103570826825501998,1653928972,BASKETBALL EDITION (shorts from @jerseydunk),6803415728072016902,CHRI$,"BOOKINGS/PROMOS: christian.ochola23@gmail.com
INSTAGRAM @christianochola

₉⁹₉",0,False,https://www.tiktok.com/@christianochola/video/7103570826825501998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103570826825501998&source=h5_m,1041487,1227,448,284,208911,7084422503476546347,7084422503476546347,72,7084422503476546347,original sound - christianochola (Contains music from: It Was A Good Day - Ice Cube),"Contains music from: ""It Was A Good Day""",6.803415728072017e+18,CHRI$,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084660129425115947.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1448c7e6c0c1187d3868ce01604d558b.json,False,False,Ice Cube,It Was A Good Day,original sound - christianochola (Contains music from: It Was A Good Day - Ice Cube),"Contains music from: ""It Was A Good Day""",[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
3,GB,7096641083370654982,1652315514,#thebigbangtheory#thebigbangtheoryofficial#penny#pennyhofstadter#fyp,7002742860350112773,TheBigBangTheory,The Big Bang theory | other sitcoms . Follow for more,0,False,https://www.tiktok.com/@thebigbangtheory04/video/7096641083370654982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096641083370654982&source=h5_m,7887886,1055,3099,747,980488,7096641081642683141,7096641081642683141,72,7096641081642683141,original sound - thebigbangtheory04,TheBigBangTheory,7.002742860350113e+18,TheBigBangTheory,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096641046536342277.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/702c9ba10e2e4d8c720a08010d3a4cf1.json,False,False,,,,,[],0,0,Ireland,#thebigbangtheory#thebigbangtheoryofficial#penny#pennyhofstadter#fyp,0,0,0,1,0,0,0,0,0,0
4,US,7099829733679959338,1653057929,2000 dots later… and I’m in love 😍 Now I want one (pink of course) for my own house 🙌🏼 I had so much fun painting this design and can’t wait to paint more but with different flowers and colors!! #artist#shopsmall#canvasart#canvaspainting#flowerpainting#howtopaint#artistvlog#artshop#handmade#artistsoftiktok,6757890252360958981,Camilla_Creations,"Hi, I’m Kassandra 😊
I paint flowers 🌻
SHOP + PRICES BELOW",0,False,https://www.tiktok.com/@camilla_creations/video/7099829733679959338?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099829733679959338&source=h5_m,7879072,3854,5825,726,1908586,7005844655799584770,7005844655799584770,10033,7005844655799584770,calm,Lofi u,,,False,False,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f726112e3b6f42719bf27ee599c9915b,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/61e9bcfb9af140a0b402116ce8ce134f,False,True,,,,,[],0,0,Ireland,#artist#shopsmall#canvasart#canvaspainting#flowerpainting#howtopaint#artistvlog#artshop#handmade#artistsoftiktok,0,0,0,0,0,0,0,0,0,0
5,US,7101832735542529326,1653524287,DARKleader wants to address to all the women out there NEVER run up on ya MOMMA😂😂😭😭😭 DARK out now!👽,6614239483540439045,Keyondreforreal,"🖤DARKleader🖤
Biz💰: kforreal74@gmail.com or Dm for promo!
👽DARK OUT HERE⬇️👽",0,False,https://www.tiktok.com/@keyondre.forreal/video/7101832735542529326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101832735542529326&source=h5_m,29579932,28749,82626,8760,2848791,7101832707960851242,7101832707960851242,72,7101832707960851242,original sound - keyondre.forreal,Keyondreforreal,6.614239483540439e+18,Keyondreforreal,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101832729431575342.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1d064f6e768889bc0c8ed5a5991f4ae4.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
0,IE,7102865351766969605,1653764713,🫣 #gym #Fitness #gymtok,6735747930886325253,Ava-Rose,19,0,False,https://www.tiktok.com/@avakavooo/video/7102865351766969605?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102865351766969605&source=h5_m,556008,455,262,856,66523,7090874287657061125,7090874287657061125,72,7090874287657061125,original sound - isaac.h.p.karaoke.backup,Isaac H.P Karaoke Backup,6.974166285799556e+18,Isaac H.P Karaoke Backup,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090874272130435846.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/34dc4e8125f49058355a498d17c7513e.json,False,False,,,,,[],0,0,Ireland,#gym #Fitness #gymtok,0,0,0,0,0,0,0,0,0,0
1,CO,7098337112973511941,1652710402, ,7079822573383631877,jackie_love17,58😎,0,False,https://www.tiktok.com/@jackie_love17/video/7098337112973511941?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098337112973511941&source=h5_m,2685216,220,272,1444,134326,7093191325738666798,7093191325738666798,72,7093191325738666798,original sound - kervo.dolo (Contains music from: Back It Up - Shawn P),"Contains music from: ""Back It Up""",6.750005724712044e+18,Kervo.dolo,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093189969040411438.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ea6ae6e46cfc13ccbbeaca8ccaddcfe3.json,False,False,Shawn P,Back It Up,original sound - kervo.dolo (Contains music from: Back It Up - Shawn P),"Contains music from: ""Back It Up""",[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
2,US,7092614264439098670,1651377945,"paparazzi harassing 15 year old jack depp and 17 year old lily rose depp after amber heard and johnny depps divorce. :( they were so young, i hope they’re okay. #lilyrosedepp#jackdepp#johnnydepp#amberheard#vanessaparadis#lilyrose#timotheechalamet#paparazzi",6908445865096397829,Kay,"🍓🍰💌🧸
#justiceforjohnnydepp
est. 2020
nyc",0,False,https://www.tiktok.com/@peepkayla/video/7092614264439098670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092614264439098670&source=h5_m,10371609,1521,652,2163,1401591,7092614236349926190,7092614236349926190,72,7092614236349926190,original sound - peepkayla,Kay,6.908445865096398e+18,Kay,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092614251080354606.mp3,,False,False,,,,,[],0,0,Ireland,#lilyrosedepp#jackdepp#johnnydepp#amberheard#vanessaparadis#lilyrose#timotheechalamet#paparazzi,0,0,0,0,0,0,0,1,0,0
3,IE,7090994142263774469,1651000732,This breaks my heart💔#fyp #billieeilish,6933279398120883205,thebillieglobe,"Im a fan page
⚠️I’m not Billie⚠️
Not violating guidelines 
- 
Thebillieglobe",0,False,https://www.tiktok.com/@thebillieglobe/video/7090994142263774469?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090994142263774469&source=h5_m,2432375,571,225,1627,223857,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#fyp #billieeilish,0,0,0,1,0,0,0,0,0,0
4,IE,7094652426023668997,1651852493,🤡 #fyp #foryou #foryoupage #viral,6752975383107142662,MiriamMullins_,"☘️ Ireland
📷 Insta: Miriammullins_
📧 Miriam@methodmanagement.co.uk",0,False,https://www.tiktok.com/@miriammullins_/video/7094652426023668997?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094652426023668997&source=h5_m,220423,325,115,156,36517,7094652416926534406,7094652416926534406,72,7094652416926534406,original sound - miriammullins_,MiriamMullins_,6.752975383107143e+18,MiriamMullins_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094652409997282053.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #foryou #foryoupage #viral,1,1,0,1,0,0,0,0,0,1
5,IE,7094921506437795078,1651915144,Rest in peace hickey ❤️🕊I love you❤️you will always be in my heart I won’t know what to do with out you 🕊❤️#bestfriend,7043759945519907846,Ross_healion15,,0,False,https://www.tiktok.com/@ross_healion15/video/7094921506437795078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094921506437795078&source=h5_m,318281,1218,358,443,37927,6717100916241074178,6717100916241074178,10033,6717100916241074178,Brother,Kodaline,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8e19f77f1f7045ebbd2eb41e5e7cd638,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/972ebceeece04e2fbd756bef4dcd8182,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1394160584', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#bestfriend,0,0,0,0,0,0,0,0,0,0
6,IE,7078049206564343045,1647986754,#stitch with @delareilley are ya though,6784901158177899526,Eric Roberts,"I tell bad jokes in a good way 


YouTube Eric Roberts",0,False,https://www.tiktok.com/@ericroberts44/video/7078049206564343045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078049206564343045&source=h5_m,170358,245,182,92,11333,7078049174591261445,7078049174591261445,72,7078049174591261445,original sound - ericroberts44,Eric Roberts,6.7849011581779e+18,Eric Roberts,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078049187304131334.mp3,,False,False,,,,,[],0,0,Ireland,#stitch,0,0,0,0,0,0,0,0,1,0
7,IE,7091760389750279430,1651179137,And people say “now” AFTER doing something but that’s a whole other story hahaha #Ireland vs #America,6889023706258162694,Steph,"she/her
🇺🇸 Brooklyn → Cork 🇮🇪",0,False,https://www.tiktok.com/@half_thirty/video/7091760389750279430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091760389750279430&source=h5_m,873682,1572,627,384,104680,311428964005396484,311428964005396484,71,311428964005396484,Who's That Girl?,Eve,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cdc59eee649b45f1af2f0a5808e9c6bf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d1fb0d834cea4c6b8dc5bd346feda081,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1045301641', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#Ireland #America,0,0,0,0,0,1,0,0,0,0
0,KW,7095660369942678785,1652087172,#CapCut #weightlosscheck #weightloss #fyp #foryou #foryoupage,7095101024261014534,dr.bairdjoe,"Effective Ancient Remedy Healthy 👆👆👆Detox Slimming Belly Pellets

👇👇👇",0,False,https://www.tiktok.com/@dr.bairdjoe/video/7095660369942678785?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095660369942678785&source=h5_m,3998050,3467,4439,2158,156563,7014868732271004417,7014868732271004417,72,7014868732271004417,Kingdanzz and FingerDanceMusic Remix Bow Bow Bow,FingerDanceMusic,6.958351653893309e+18,FingerDanceMusic,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7014868738247805697.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/11f042a39eba9a0bee69019cf10979bc.json,False,False,,,,,[],0,0,Ireland,#CapCut #weightlosscheck #weightloss #fyp #foryou #foryoupage,1,1,0,1,0,0,0,0,0,0
1,US,7100390316758338858,1653188448,Who tf airdropped this💀💀💀,7043239507871138862,survival prepardness,Yo,0,False,https://www.tiktok.com/@survivalprepardne/video/7100390316758338858?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100390316758338858&source=h5_m,15689975,11940,35444,2401,2466938,7100390274228194094,7100390274228194094,72,7100390274228194094,original sound - survivalprepardne,survival prepardness,7.043239507871139e+18,survival prepardness,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100390318582844206.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/afac473879b652622f9d02f0f9d7d973.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
2,DE,7100890403624275205,1653304887,#pain #viral #fy #fyp,7050954149677351941,:(,"i just wanna sleep for the rest of my life
🫂",0,False,https://www.tiktok.com/@prodby.lover/video/7100890403624275205?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100890403624275205&source=h5_m,4121887,14654,6716,537,1194131,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#pain #viral #fy #fyp,0,0,0,1,0,0,0,0,0,1
3,CA,7100650257440148741,1653248972,#electriccar #ev #tesla #scary #fyp #foryou #fire,6759072856142234630,Nick Cardarelli,Vancouver stripclub historian. Posting random stuff to enlighten and entertain.,0,False,https://www.tiktok.com/@stripperdj/video/7100650257440148741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100650257440148741&source=h5_m,2507445,9505,15390,1639,137067,7100650347445717765,7100650347445717765,72,7100650347445717765,original sound - stripperdj,Nick Cardarelli,6.759072856142235e+18,Nick Cardarelli,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100650356878658310.mp3,,False,False,,,,,[],0,0,Ireland,#electriccar #ev #tesla #scary #fyp #foryou #fire,1,0,0,1,0,0,0,0,0,0
4,US,7100965533184494890,1653322377,My son has really expanded his vocabulary lately. *Profanity Warning*,6893100886588883974,Boomer Bass,"#DFU

Contact: BoomerBass@yahoo.com",0,False,https://www.tiktok.com/@boomerbass/video/7100965533184494890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100965533184494890&source=h5_m,17088737,14174,79901,1432,3072870,7100965508593257259,7100965508593257259,72,7100965508593257259,original sound - boomerbass,Boomer Bass,6.893100886588884e+18,Boomer Bass,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100965550515292974.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
5,US,7101432089861508395,1653431005,What’s something your wife might be better at if she took lessons?? 🤔🍆🍑 #SteveHarvey says this answer ain’t worth $20k! #FamilyFeud,6716587276660409350,Family Feud,#1 game show in 🇺🇸 hosted by Steve Harvey!,2,False,https://www.tiktok.com/@familyfeud/video/7101432089861508395?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101432089861508395&source=h5_m,14190944,3424,29240,4616,1833170,7101432054247672622,7101432054247672622,72,7101432054247672622,LESSON LEARNED,Family Feud,6.716587276660409e+18,Family Feud,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101432091228949294.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/647ca555c8f7689e167fcd8d2be3d5fc.json,False,False,,,,,[],0,0,Ireland,#SteveHarvey #FamilyFeud,0,0,0,0,0,0,0,0,0,0
0,GB,7102127630509411589,1653592949,IM CREASING. #fyp #foryoupage #watchmegrow #3reasonswhyiwouldntbeagoodwaifu #waifu #sisters #acting,6566138224879616002,Kia,nineteen years young,0,False,https://www.tiktok.com/@kiasandhu/video/7102127630509411589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102127630509411589&source=h5_m,5348800,8419,4707,7334,769082,7102127595508075269,7102127595508075269,72,7102127595508075269,original sound - kiasandhu,Kia,6.566138224879616e+18,Kia,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102127631034665734.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #foryoupage #watchmegrow #3reasonswhyiwouldntbeagoodwaifu #waifu #sisters #acting,0,1,0,1,0,0,0,0,0,0
1,US,7102201066980166955,1653610046,I love my dancers so much but this is so accurate 😂 @chloe ♡ #fyp #fy #foryou #skrippertok #bartender #skripper,6795379352856232965,Jordyn Elizabeth,"Nightlife✨
Dog Mom❤️
One life to live🦋",0,False,https://www.tiktok.com/@jordyyyb_/video/7102201066980166955?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102201066980166955&source=h5_m,612181,54,36,58,51013,7068696648658045702,7068696648658045702,72,7068696648658045702,original sound - .kardashvids,Kardashian Clips,7.045042258173183e+18,Kardashian Clips,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068696639946394373.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ef72257dbb1282d1b5dab0ea54f3a3c7.json,False,False,,,,,[],0,0,Ireland,#fyp #fy #foryou #skrippertok #bartender #skripper,1,0,0,1,0,0,0,0,0,0
2,IE,7075003426362510598,1647277602, ,6825912089657508870,user7767033507407,"Contact- Deanfoley848@gmail.com 🔥🔥
20 Years Young 🇮🇪🇮🇪
Follow The IG 😙❤️",0,False,https://www.tiktok.com/@deanfoley707/video/7075003426362510598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075003426362510598&source=h5_m,842849,657,734,2097,138546,7075003424168807174,7075003424168807174,72,7075003424168807174,original sound - deanfoley707,user7767033507407,6.825912089657509e+18,user7767033507407,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075003417588026117.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
3,AL,7103157926734449922,1653832833,She went through so much #britneyspears #britneyspearsedit #freebritneymovement #edit #foryoupage #foryou #fyp FAKE BODY! FAKE EVERYTHING!,7080988300522374145,‧͙⁺˚*･༓☾,Katheholic not Catholic,0,False,https://www.tiktok.com/@katheholic/video/7103157926734449922?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103157926734449922&source=h5_m,3796562,2641,1226,2262,900394,7096796216809327366,7096796216809327366,72,7096796216809327366,original sound - speedaudiios_,Molly,7.037058424858052e+18,Molly,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096796241803283205.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3c356c8a60b31a561d3211ba36340d64.json,False,False,,,,,[],0,0,Ireland,#britneyspears #britneyspearsedit #freebritneymovement #edit #foryoupage #foryou #fyp,1,1,0,1,0,0,0,0,0,0
4,IE,7102794180509846789,1653748143,#hurling #Cork Cork don’t give up,7005219666549834757,Footy4LIFE,"GAA and ⬇️
Soccer/football 
   🇮🇪🇮🇪🇮🇪🇮🇪",0,False,https://www.tiktok.com/@absolute_footy07/video/7102794180509846789?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102794180509846789&source=h5_m,170448,166,67,0,22886,7102794169206639365,7102794169206639365,72,7102794169206639365,original sound - absolute_footy07,Footy4LIFE,7.005219666549835e+18,Footy4LIFE,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102794181130636037.mp3,,False,False,,,,,[],0,0,Ireland,#hurling #Cork,0,0,0,0,0,0,0,0,0,0
